,Unnamed: 0,text,fonte,chunk_heading
192,192,"Art. 50.  Em caso de abuso da personalidade jurídica, caracterizado 
			pelo desvio de finalidade ou pela confusão patrimonial, pode o juiz, 
			a requerimento da parte, ou do Ministério Público quando lhe couber 
			intervir no processo, desconsiderá-la para que os efeitos de certas 
			e determinadas relações de obrigações sejam estendidos aos bens 
			particulares de administradores ou de sócios da pessoa jurídica 
			beneficiados direta ou indiretamente pelo abuso.(Redação dada 
			pela Lei nº 13.874, de 2019) § 1º  Para os fins do disposto neste artigo, desvio de finalidade é 
			a utilização da pessoa jurídica com o propósito de lesar credores e 
			para a prática de atos ilícitos de qualquer natureza.(Incluído 
			pela Lei nº 13.874, de 2019) § 2º Entende-se por confusão patrimonial a ausência de separação de 
			fato entre os patrimônios, caracterizada por:(Incluído 
			pela Lei nº 13.874, de 2019) I - cumprimento repetitivo pela sociedade de obrigações do sócio ou 
			do administrador ou vice-versa;(Incluído 
			pela Lei nº 13.874, de 2019) II - transferência de ativos ou de passivos sem efetivas 
			contraprestações, exceto os de valor proporcionalmente 
			insignificante; e(Incluído 
			pela Lei nº 13.874, de 2019) III - outros atos de descumprimento da autonomia patrimonial.(Incluído 
			pela Lei nº 13.874, de 2019) § 3º  O disposto nocapute nos §§ 1º e 2º deste artigo também se aplica à extensão das 
			obrigações de sócios ou de administradores à pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 4º  A mera existência de grupo econômico sem a presença dos 
			requisitos de que trata ocaputdeste artigo não autoriza a desconsideração da personalidade da 
			pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 5º  Não constitui desvio de finalidade a mera expansão ou a 
			alteração da finalidade original da atividade econômica específica 
			da pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019)",CC,abuso da personalidade jurídica
193,193,"Art. 50.  Em caso de abuso da personalidade jurídica, caracterizado 
			pelo desvio de finalidade ou pela confusão patrimonial, pode o juiz, 
			a requerimento da parte, ou do Ministério Público quando lhe couber 
			intervir no processo, desconsiderá-la para que os efeitos de certas 
			e determinadas relações de obrigações sejam estendidos aos bens 
			particulares de administradores ou de sócios da pessoa jurídica 
			beneficiados direta ou indiretamente pelo abuso.(Redação dada 
			pela Lei nº 13.874, de 2019) § 1º  Para os fins do disposto neste artigo, desvio de finalidade é 
			a utilização da pessoa jurídica com o propósito de lesar credores e 
			para a prática de atos ilícitos de qualquer natureza.(Incluído 
			pela Lei nº 13.874, de 2019) § 2º Entende-se por confusão patrimonial a ausência de separação de 
			fato entre os patrimônios, caracterizada por:(Incluído 
			pela Lei nº 13.874, de 2019) I - cumprimento repetitivo pela sociedade de obrigações do sócio ou 
			do administrador ou vice-versa;(Incluído 
			pela Lei nº 13.874, de 2019) II - transferência de ativos ou de passivos sem efetivas 
			contraprestações, exceto os de valor proporcionalmente 
			insignificante; e(Incluído 
			pela Lei nº 13.874, de 2019) III - outros atos de descumprimento da autonomia patrimonial.(Incluído 
			pela Lei nº 13.874, de 2019) § 3º  O disposto nocapute nos §§ 1º e 2º deste artigo também se aplica à extensão das 
			obrigações de sócios ou de administradores à pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 4º  A mera existência de grupo econômico sem a presença dos 
			requisitos de que trata ocaputdeste artigo não autoriza a desconsideração da personalidade da 
			pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 5º  Não constitui desvio de finalidade a mera expansão ou a 
			alteração da finalidade original da atividade econômica específica 
			da pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019)",CC,desvio de finalidade
194,194,"Art. 50.  Em caso de abuso da personalidade jurídica, caracterizado 
			pelo desvio de finalidade ou pela confusão patrimonial, pode o juiz, 
			a requerimento da parte, ou do Ministério Público quando lhe couber 
			intervir no processo, desconsiderá-la para que os efeitos de certas 
			e determinadas relações de obrigações sejam estendidos aos bens 
			particulares de administradores ou de sócios da pessoa jurídica 
			beneficiados direta ou indiretamente pelo abuso.(Redação dada 
			pela Lei nº 13.874, de 2019) § 1º  Para os fins do disposto neste artigo, desvio de finalidade é 
			a utilização da pessoa jurídica com o propósito de lesar credores e 
			para a prática de atos ilícitos de qualquer natureza.(Incluído 
			pela Lei nº 13.874, de 2019) § 2º Entende-se por confusão patrimonial a ausência de separação de 
			fato entre os patrimônios, caracterizada por:(Incluído 
			pela Lei nº 13.874, de 2019) I - cumprimento repetitivo pela sociedade de obrigações do sócio ou 
			do administrador ou vice-versa;(Incluído 
			pela Lei nº 13.874, de 2019) II - transferência de ativos ou de passivos sem efetivas 
			contraprestações, exceto os de valor proporcionalmente 
			insignificante; e(Incluído 
			pela Lei nº 13.874, de 2019) III - outros atos de descumprimento da autonomia patrimonial.(Incluído 
			pela Lei nº 13.874, de 2019) § 3º  O disposto nocapute nos §§ 1º e 2º deste artigo também se aplica à extensão das 
			obrigações de sócios ou de administradores à pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 4º  A mera existência de grupo econômico sem a presença dos 
			requisitos de que trata ocaputdeste artigo não autoriza a desconsideração da personalidade da 
			pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 5º  Não constitui desvio de finalidade a mera expansão ou a 
			alteração da finalidade original da atividade econômica específica 
			da pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019)",CC,confusão patrimonial
195,195,"Art. 50.  Em caso de abuso da personalidade jurídica, caracterizado 
			pelo desvio de finalidade ou pela confusão patrimonial, pode o juiz, 
			a requerimento da parte, ou do Ministério Público quando lhe couber 
			intervir no processo, desconsiderá-la para que os efeitos de certas 
			e determinadas relações de obrigações sejam estendidos aos bens 
			particulares de administradores ou de sócios da pessoa jurídica 
			beneficiados direta ou indiretamente pelo abuso.(Redação dada 
			pela Lei nº 13.874, de 2019) § 1º  Para os fins do disposto neste artigo, desvio de finalidade é 
			a utilização da pessoa jurídica com o propósito de lesar credores e 
			para a prática de atos ilícitos de qualquer natureza.(Incluído 
			pela Lei nº 13.874, de 2019) § 2º Entende-se por confusão patrimonial a ausência de separação de 
			fato entre os patrimônios, caracterizada por:(Incluído 
			pela Lei nº 13.874, de 2019) I - cumprimento repetitivo pela sociedade de obrigações do sócio ou 
			do administrador ou vice-versa;(Incluído 
			pela Lei nº 13.874, de 2019) II - transferência de ativos ou de passivos sem efetivas 
			contraprestações, exceto os de valor proporcionalmente 
			insignificante; e(Incluído 
			pela Lei nº 13.874, de 2019) III - outros atos de descumprimento da autonomia patrimonial.(Incluído 
			pela Lei nº 13.874, de 2019) § 3º  O disposto nocapute nos §§ 1º e 2º deste artigo também se aplica à extensão das 
			obrigações de sócios ou de administradores à pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 4º  A mera existência de grupo econômico sem a presença dos 
			requisitos de que trata ocaputdeste artigo não autoriza a desconsideração da personalidade da 
			pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019) § 5º  Não constitui desvio de finalidade a mera expansão ou a 
			alteração da finalidade original da atividade econômica específica 
			da pessoa jurídica.(Incluído 
			pela Lei nº 13.874, de 2019)",CC,
196,196,"Art. 51. Nos casos de dissolução da pessoa jurídica ou cassada a autorização para
seu funcionamento, ela subsistirá para os fins de liquidação, até que esta se conclua.",CC,liquidação de pessoa jurídica
197,197,"Art. 51. Nos casos de dissolução da pessoa jurídica ou cassada a autorização para
seu funcionamento, ela subsistirá para os fins de liquidação, até que esta se conclua.",CC,dissolução de empresa
198,198,"Art. 51. Nos casos de dissolução da pessoa jurídica ou cassada a autorização para
seu funcionamento, ela subsistirá para os fins de liquidação, até que esta se conclua.",CC,cassação de autorização
199,199,"Art. 51 - § 1ºFar-se-á, no registro onde a pessoa jurídica estiver
inscrita, a averbação de sua dissolução.",CC,averbação de dissolução de pessoa jurídica
200,200,"Art. 51 - § 1ºFar-se-á, no registro onde a pessoa jurídica estiver
inscrita, a averbação de sua dissolução.",CC,dissolução de pessoa jurídica no registro
201,201,"Art. 51 - § 1ºFar-se-á, no registro onde a pessoa jurídica estiver
inscrita, a averbação de sua dissolução.",CC,registro de dissolução de pessoa jurídica
202,202,"Art. 51 - § 2ºAs disposições para a liquidação das sociedades aplicam-se,
no que couber, às demais pessoas jurídicas de direito privado.",CC,liquidação de pessoas jurídicas
203,203,"Art. 51 - § 2ºAs disposições para a liquidação das sociedades aplicam-se,
no que couber, às demais pessoas jurídicas de direito privado.",CC,dissolução de sociedades
204,204,"Art. 51 - § 2ºAs disposições para a liquidação das sociedades aplicam-se,
no que couber, às demais pessoas jurídicas de direito privado.",CC,extinção de empresas
205,205,"Art. 51 - § 3º
  Encerrada a liquidação, promover-se-á o cancelamento da
inscrição da pessoa jurídica.",CC,cancelamento de inscrição de pessoa jurídica
206,206,"Art. 51 - § 3º
  Encerrada a liquidação, promover-se-á o cancelamento da
inscrição da pessoa jurídica.",CC,extinção de pessoa jurídica
207,207,"Art. 51 - § 3º
  Encerrada a liquidação, promover-se-á o cancelamento da
inscrição da pessoa jurídica.",CC,liquidação de sociedade
208,208,"Art. 52. Aplica-se às pessoas jurídicas, no que couber, a proteção dos direitos da
personalidade. CAPÍTULO IIDAS ASSOCIAÇÕES",CC,direitos da personalidade de pessoas jurídicas
209,209,"Art. 52. Aplica-se às pessoas jurídicas, no que couber, a proteção dos direitos da
personalidade. CAPÍTULO IIDAS ASSOCIAÇÕES",CC,proteção da personalidade jurídica
210,210,"Art. 52. Aplica-se às pessoas jurídicas, no que couber, a proteção dos direitos da
personalidade. CAPÍTULO IIDAS ASSOCIAÇÕES",CC,direitos fundamentais de pessoas jurídicas
211,211,"Art. 53. Constituem-se as associações pela união de pessoas que se organizem para
fins não econômicos. Parágrafo único. Não há, entre os associados, direitos e obrigações recíprocos.",CC,associação sem fins lucrativos
212,212,"Art. 53. Constituem-se as associações pela união de pessoas que se organizem para
fins não econômicos. Parágrafo único. Não há, entre os associados, direitos e obrigações recíprocos.",CC,associação civil
213,213,"Art. 53. Constituem-se as associações pela união de pessoas que se organizem para
fins não econômicos. Parágrafo único. Não há, entre os associados, direitos e obrigações recíprocos.",CC,organização sem fins lucrativos
214,214,"Art. 54. Sob pena de nulidade, o estatuto das associações conterá: I - a denominação, os fins e a sede da associação; II - os requisitos para a admissão, demissão e exclusão dos associados; III - os direitos e deveres dos associados; IV - as fontes de recursos para sua manutenção; V  o modo de constituição e de
funcionamento dos órgãos deliberativos;(Redação dada pela Lei nº 11.127,
de 2005) VI - as condições para a alteração das disposições estatutárias e para a
dissolução. VII  a forma de gestão
administrativa e de aprovação das respectivas contas.(Incluído pela Lei nº 11.127, de
2005)",CC,estatuto associação
215,215,"Art. 54. Sob pena de nulidade, o estatuto das associações conterá: I - a denominação, os fins e a sede da associação; II - os requisitos para a admissão, demissão e exclusão dos associados; III - os direitos e deveres dos associados; IV - as fontes de recursos para sua manutenção; V  o modo de constituição e de
funcionamento dos órgãos deliberativos;(Redação dada pela Lei nº 11.127,
de 2005) VI - as condições para a alteração das disposições estatutárias e para a
dissolução. VII  a forma de gestão
administrativa e de aprovação das respectivas contas.(Incluído pela Lei nº 11.127, de
2005)",CC,requisitos admissão associados
216,216,"Art. 54. Sob pena de nulidade, o estatuto das associações conterá: I - a denominação, os fins e a sede da associação; II - os requisitos para a admissão, demissão e exclusão dos associados; III - os direitos e deveres dos associados; IV - as fontes de recursos para sua manutenção; V  o modo de constituição e de
funcionamento dos órgãos deliberativos;(Redação dada pela Lei nº 11.127,
de 2005) VI - as condições para a alteração das disposições estatutárias e para a
dissolução. VII  a forma de gestão
administrativa e de aprovação das respectivas contas.(Incluído pela Lei nº 11.127, de
2005)",CC,direitos deveres associados
217,217,"Art. 55. Os associados devem ter iguais direitos, mas o estatuto poderá instituir
categorias com vantagens especiais.",CC,direitos iguais associados
218,218,"Art. 55. Os associados devem ter iguais direitos, mas o estatuto poderá instituir
categorias com vantagens especiais.",CC,estatuto categorias vantagens especiais
219,219,"Art. 55. Os associados devem ter iguais direitos, mas o estatuto poderá instituir
categorias com vantagens especiais.",CC,associação direitos diferenciais categorias
220,220,"Art. 56. A qualidade de associado é intransmissível, se o estatuto não dispuser o
contrário. Parágrafo único. Se o associado for titular de quota ou fração ideal do patrimônio
da associação, a transferência daquela não importará,de per si, na
atribuição da qualidade de associado ao adquirente ou ao herdeiro, salvo disposição
diversa do estatuto.",CC,transferência de quota
221,221,"Art. 56. A qualidade de associado é intransmissível, se o estatuto não dispuser o
contrário. Parágrafo único. Se o associado for titular de quota ou fração ideal do patrimônio
da associação, a transferência daquela não importará,de per si, na
atribuição da qualidade de associado ao adquirente ou ao herdeiro, salvo disposição
diversa do estatuto.",CC,transferência de fração ideal
222,222,"Art. 56. A qualidade de associado é intransmissível, se o estatuto não dispuser o
contrário. Parágrafo único. Se o associado for titular de quota ou fração ideal do patrimônio
da associação, a transferência daquela não importará,de per si, na
atribuição da qualidade de associado ao adquirente ou ao herdeiro, salvo disposição
diversa do estatuto.",CC,sucessão de quotas
223,223,"Art. 57. A exclusão do associado só é
admissível havendo justa causa, assim reconhecida em procedimento que assegure direito de
defesa e de recurso, nos termos previstos no estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único.(revogado)(Redação dada pela Lei nº 
11.127, de 2005)",CC,exclusão de associado
224,224,"Art. 57. A exclusão do associado só é
admissível havendo justa causa, assim reconhecida em procedimento que assegure direito de
defesa e de recurso, nos termos previstos no estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único.(revogado)(Redação dada pela Lei nº 
11.127, de 2005)",CC,justa causa para exclusão de associado
225,225,"Art. 57. A exclusão do associado só é
admissível havendo justa causa, assim reconhecida em procedimento que assegure direito de
defesa e de recurso, nos termos previstos no estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único.(revogado)(Redação dada pela Lei nº 
11.127, de 2005)",CC,procedimento para exclusão de associado
226,226,"Art. 58. Nenhum associado poderá ser impedido de exercer direito ou função que lhe
tenha sido legitimamente conferido, a não ser nos casos e pela forma previstos na lei ou
no estatuto.",CC,impedimento de exercício de direito
227,227,"Art. 58. Nenhum associado poderá ser impedido de exercer direito ou função que lhe
tenha sido legitimamente conferido, a não ser nos casos e pela forma previstos na lei ou
no estatuto.",CC,restrição de função associativa
228,228,"Art. 58. Nenhum associado poderá ser impedido de exercer direito ou função que lhe
tenha sido legitimamente conferido, a não ser nos casos e pela forma previstos na lei ou
no estatuto.",CC,exercício de direito associativo
229,229,"Art. 59. Compete privativamente à assembléia
geral:(Redação dada pela Lei nº
11.127, de 2005) I  destituir os administradores;(Redação dada pela Lei nº 11.127,
de 2005) II  alterar o estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único. Para as deliberações a que se referem os incisos I
e II deste artigo é exigido deliberação da assembléia especialmente convocada para
esse fim, cujo quorum será o estabelecido no estatuto, bem como os critérios de
eleição dos administradores.(Redação
dada pela Lei nº 11.127, de 2005)",CC,destituição de administradores
230,230,"Art. 59. Compete privativamente à assembléia
geral:(Redação dada pela Lei nº
11.127, de 2005) I  destituir os administradores;(Redação dada pela Lei nº 11.127,
de 2005) II  alterar o estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único. Para as deliberações a que se referem os incisos I
e II deste artigo é exigido deliberação da assembléia especialmente convocada para
esse fim, cujo quorum será o estabelecido no estatuto, bem como os critérios de
eleição dos administradores.(Redação
dada pela Lei nº 11.127, de 2005)",CC,alteração de estatuto
231,231,"Art. 59. Compete privativamente à assembléia
geral:(Redação dada pela Lei nº
11.127, de 2005) I  destituir os administradores;(Redação dada pela Lei nº 11.127,
de 2005) II  alterar o estatuto.(Redação dada pela Lei nº 11.127,
de 2005) Parágrafo único. Para as deliberações a que se referem os incisos I
e II deste artigo é exigido deliberação da assembléia especialmente convocada para
esse fim, cujo quorum será o estabelecido no estatuto, bem como os critérios de
eleição dos administradores.(Redação
dada pela Lei nº 11.127, de 2005)",CC,assembleia geral
232,232,"Art. 60. A convocação dos órgãos
deliberativos far-se-á na forma do estatuto, garantido a 1/5 (um quinto) dos associados o
direito de promovê-la.(Redação
dada pela Lei nº 11.127, de 2005)",CC,convocação de órgãos deliberativos
233,233,"Art. 60. A convocação dos órgãos
deliberativos far-se-á na forma do estatuto, garantido a 1/5 (um quinto) dos associados o
direito de promovê-la.(Redação
dada pela Lei nº 11.127, de 2005)",CC,direito de convocar assembleia
234,234,"Art. 60. A convocação dos órgãos
deliberativos far-se-á na forma do estatuto, garantido a 1/5 (um quinto) dos associados o
direito de promovê-la.(Redação
dada pela Lei nº 11.127, de 2005)",CC,assembleia de associados
235,235,"Art. 61. Dissolvida a associação, o remanescente do seu patrimônio líquido, depois
de deduzidas, se for o caso, as quotas ou frações ideais referidas no parágrafo único
do art. 56, será destinado à entidade de fins não econômicos designada no estatuto,
ou, omisso este, por deliberação dos associados, à instituição municipal, estadual ou
federal, de fins idênticos ou semelhantes.",CC,dissolução de associação
236,236,"Art. 61. Dissolvida a associação, o remanescente do seu patrimônio líquido, depois
de deduzidas, se for o caso, as quotas ou frações ideais referidas no parágrafo único
do art. 56, será destinado à entidade de fins não econômicos designada no estatuto,
ou, omisso este, por deliberação dos associados, à instituição municipal, estadual ou
federal, de fins idênticos ou semelhantes.",CC,patrimônio líquido da associação
237,237,"Art. 61. Dissolvida a associação, o remanescente do seu patrimônio líquido, depois
de deduzidas, se for o caso, as quotas ou frações ideais referidas no parágrafo único
do art. 56, será destinado à entidade de fins não econômicos designada no estatuto,
ou, omisso este, por deliberação dos associados, à instituição municipal, estadual ou
federal, de fins idênticos ou semelhantes.",CC,destino do patrimônio de associação dissolvida
238,238,"Art. 61 - § 1oPor cláusula do estatuto ou, no seu silêncio, por
deliberação dos associados, podem estes, antes da destinação do remanescente referida
neste artigo, receber em restituição, atualizado o respectivo valor, as contribuições
que tiverem prestado ao patrimônio da associação.",CC,restituição de contribuições associativas
239,239,"Art. 61 - § 1oPor cláusula do estatuto ou, no seu silêncio, por
deliberação dos associados, podem estes, antes da destinação do remanescente referida
neste artigo, receber em restituição, atualizado o respectivo valor, as contribuições
que tiverem prestado ao patrimônio da associação.",CC,restituição de contribuições
240,240,"Art. 61 - § 1oPor cláusula do estatuto ou, no seu silêncio, por
deliberação dos associados, podem estes, antes da destinação do remanescente referida
neste artigo, receber em restituição, atualizado o respectivo valor, as contribuições
que tiverem prestado ao patrimônio da associação.",CC,cláusula estatutária de restituição
241,241,"Art. 61 - § 2oNão existindo no Município, no Estado, no Distrito Federal ou
no Território, em que a associação tiver sede, instituição nas condições indicadas
neste artigo, o que remanescer do seu patrimônio se devolverá à Fazenda do Estado, do
Distrito Federal ou da União. CAPÍTULO IIIDAS FUNDAÇÕES",CC,patrimônio de associação
242,242,"Art. 61 - § 2oNão existindo no Município, no Estado, no Distrito Federal ou
no Território, em que a associação tiver sede, instituição nas condições indicadas
neste artigo, o que remanescer do seu patrimônio se devolverá à Fazenda do Estado, do
Distrito Federal ou da União. CAPÍTULO IIIDAS FUNDAÇÕES",CC,devolução de patrimônio
243,243,"Art. 61 - § 2oNão existindo no Município, no Estado, no Distrito Federal ou
no Território, em que a associação tiver sede, instituição nas condições indicadas
neste artigo, o que remanescer do seu patrimônio se devolverá à Fazenda do Estado, do
Distrito Federal ou da União. CAPÍTULO IIIDAS FUNDAÇÕES",CC,dissolução de associação
244,244,"Art. 63. Quando insuficientes para constituir a fundação, os bens a ela destinados
serão, se de outro modo não dispuser o instituidor, incorporados em outra fundação que
se proponha a fim igual ou semelhante.",CC,insuficiência de bens para fundação
245,245,"Art. 63. Quando insuficientes para constituir a fundação, os bens a ela destinados
serão, se de outro modo não dispuser o instituidor, incorporados em outra fundação que
se proponha a fim igual ou semelhante.",CC,incorporação de bens em outra fundação
246,246,"Art. 63. Quando insuficientes para constituir a fundação, os bens a ela destinados
serão, se de outro modo não dispuser o instituidor, incorporados em outra fundação que
se proponha a fim igual ou semelhante.",CC,destino de bens insuficientes para fundação
247,247,"Art. 64. Constituída a fundação por negócio jurídico entre vivos, o instituidor é
obrigado a transferir-lhe a propriedade, ou outro direito real, sobre os bens dotados, e,
se não o fizer, serão registrados, em nome dela, por mandado judicial.",CC,transferência de propriedade
248,248,"Art. 64. Constituída a fundação por negócio jurídico entre vivos, o instituidor é
obrigado a transferir-lhe a propriedade, ou outro direito real, sobre os bens dotados, e,
se não o fizer, serão registrados, em nome dela, por mandado judicial.",CC,doação de bens
249,249,"Art. 64. Constituída a fundação por negócio jurídico entre vivos, o instituidor é
obrigado a transferir-lhe a propriedade, ou outro direito real, sobre os bens dotados, e,
se não o fizer, serão registrados, em nome dela, por mandado judicial.",CC,registro de bens em nome da fundação
250,250,"Art. 65. Aqueles a quem o instituidor cometer a aplicação do patrimônio, em tendo
ciência do encargo, formularão logo, de acordo com as suas bases (art. 62), o estatuto
da fundação projetada, submetendo-o, em seguida, à aprovação da autoridade
competente, com recurso ao juiz. Parágrafo único. Se o estatuto não for elaborado no prazo assinado pelo instituidor,
ou, não havendo prazo, em cento e oitenta dias, a incumbência caberá ao Ministério
Público.",CC,estatuto da fundação
251,251,"Art. 65. Aqueles a quem o instituidor cometer a aplicação do patrimônio, em tendo
ciência do encargo, formularão logo, de acordo com as suas bases (art. 62), o estatuto
da fundação projetada, submetendo-o, em seguida, à aprovação da autoridade
competente, com recurso ao juiz. Parágrafo único. Se o estatuto não for elaborado no prazo assinado pelo instituidor,
ou, não havendo prazo, em cento e oitenta dias, a incumbência caberá ao Ministério
Público.",CC,criação de fundação
252,252,"Art. 65. Aqueles a quem o instituidor cometer a aplicação do patrimônio, em tendo
ciência do encargo, formularão logo, de acordo com as suas bases (art. 62), o estatuto
da fundação projetada, submetendo-o, em seguida, à aprovação da autoridade
competente, com recurso ao juiz. Parágrafo único. Se o estatuto não for elaborado no prazo assinado pelo instituidor,
ou, não havendo prazo, em cento e oitenta dias, a incumbência caberá ao Ministério
Público.",CC,aprovação estatuto fundação
253,253,Art. 66. Velará pelas fundações o Ministério Público do Estado onde situadas.,CC,Ministério Público
254,254,Art. 66. Velará pelas fundações o Ministério Público do Estado onde situadas.,CC,Fundação
255,255,Art. 66. Velará pelas fundações o Ministério Público do Estado onde situadas.,CC,Fiscalização de Fundações
256,256,"Art. 66 - § 1ºSe funcionarem no Distrito Federal ou em Território, caberá o 
encargo ao Ministério Público do Distrito Federal e Territórios.(Redação dada pela Lei nº 
13.151, de 2015) § 2º
 Se estenderem a atividade por mais de um Estado, caberá o
encargo, em cada um deles, ao respectivo Ministério Público.",CC,Ministério Público do Distrito Federal e Territórios
257,257,"Art. 66 - § 1ºSe funcionarem no Distrito Federal ou em Território, caberá o 
encargo ao Ministério Público do Distrito Federal e Territórios.(Redação dada pela Lei nº 
13.151, de 2015) § 2º
 Se estenderem a atividade por mais de um Estado, caberá o
encargo, em cada um deles, ao respectivo Ministério Público.",CC,Ministério Público Federal
258,258,"Art. 66 - § 1ºSe funcionarem no Distrito Federal ou em Território, caberá o 
encargo ao Ministério Público do Distrito Federal e Territórios.(Redação dada pela Lei nº 
13.151, de 2015) § 2º
 Se estenderem a atividade por mais de um Estado, caberá o
encargo, em cada um deles, ao respectivo Ministério Público.",CC,MPF
259,259,"Art. 66 - § 1ºSe funcionarem no Distrito Federal ou em Território, caberá o 
encargo ao Ministério Público do Distrito Federal e Territórios.(Redação dada pela Lei nº 
13.151, de 2015) § 2º
 Se estenderem a atividade por mais de um Estado, caberá o
encargo, em cada um deles, ao respectivo Ministério Público.",CC,MP-DF
260,260,"Art. 67. Para que se possa alterar o estatuto da fundação é mister que a reforma: I - seja deliberada por dois terços dos competentes para gerir e representar a
fundação; II - não contrarie ou desvirtue o fim desta; III  seja 
aprovada pelo órgão do Ministério Público no prazo máximo de 45 (quarenta e 
cinco) dias, findo o qual ou no caso de o Ministério Público a denegar, poderá o 
juiz supri-la, a requerimento do interessado.(Redação dada pela Lei nº 
13.151, de 2015)",CC,alteração estatuto fundação
261,261,"Art. 67. Para que se possa alterar o estatuto da fundação é mister que a reforma: I - seja deliberada por dois terços dos competentes para gerir e representar a
fundação; II - não contrarie ou desvirtue o fim desta; III  seja 
aprovada pelo órgão do Ministério Público no prazo máximo de 45 (quarenta e 
cinco) dias, findo o qual ou no caso de o Ministério Público a denegar, poderá o 
juiz supri-la, a requerimento do interessado.(Redação dada pela Lei nº 
13.151, de 2015)",CC,reforma estatuto fundação
262,262,"Art. 67. Para que se possa alterar o estatuto da fundação é mister que a reforma: I - seja deliberada por dois terços dos competentes para gerir e representar a
fundação; II - não contrarie ou desvirtue o fim desta; III  seja 
aprovada pelo órgão do Ministério Público no prazo máximo de 45 (quarenta e 
cinco) dias, findo o qual ou no caso de o Ministério Público a denegar, poderá o 
juiz supri-la, a requerimento do interessado.(Redação dada pela Lei nº 
13.151, de 2015)",CC,requisitos alteração estatuto fundação
263,263,"Art. 68. Quando a alteração não houver sido aprovada por votação unânime, os
administradores da fundação, ao submeterem o estatuto ao órgão do Ministério
Público, requererão que se dê ciência à minoria vencida para impugná-la, se quiser,
em dez dias.",CC,alteração estatuto fundação
264,264,"Art. 68. Quando a alteração não houver sido aprovada por votação unânime, os
administradores da fundação, ao submeterem o estatuto ao órgão do Ministério
Público, requererão que se dê ciência à minoria vencida para impugná-la, se quiser,
em dez dias.",CC,impugnação estatuto fundação
265,265,"Art. 68. Quando a alteração não houver sido aprovada por votação unânime, os
administradores da fundação, ao submeterem o estatuto ao órgão do Ministério
Público, requererão que se dê ciência à minoria vencida para impugná-la, se quiser,
em dez dias.",CC,minoria vencida estatuto fundação
266,266,"Art. 69. Tornando-se ilícita, impossível ou inútil a finalidade a que visa a
fundação, ou vencido o prazo de sua existência, o órgão do Ministério Público, ou
qualquer interessado, lhe promoverá a extinção, incorporando-se o seu patrimônio,
salvo disposição em contrário no ato constitutivo, ou no estatuto, em outra fundação,
designada pelo juiz, que se proponha a fim igual ou semelhante. TÍTULO IIIDo Domicílio",CC,extinção de fundação
267,267,"Art. 69. Tornando-se ilícita, impossível ou inútil a finalidade a que visa a
fundação, ou vencido o prazo de sua existência, o órgão do Ministério Público, ou
qualquer interessado, lhe promoverá a extinção, incorporando-se o seu patrimônio,
salvo disposição em contrário no ato constitutivo, ou no estatuto, em outra fundação,
designada pelo juiz, que se proponha a fim igual ou semelhante. TÍTULO IIIDo Domicílio",CC,incorporação de patrimônio de fundação
268,268,"Art. 69. Tornando-se ilícita, impossível ou inútil a finalidade a que visa a
fundação, ou vencido o prazo de sua existência, o órgão do Ministério Público, ou
qualquer interessado, lhe promoverá a extinção, incorporando-se o seu patrimônio,
salvo disposição em contrário no ato constitutivo, ou no estatuto, em outra fundação,
designada pelo juiz, que se proponha a fim igual ou semelhante. TÍTULO IIIDo Domicílio",CC,fim de fundação
269,269,"Art. 70. O domicílio da pessoa natural é o lugar onde ela estabelece a sua
residência com ânimo definitivo.",CC,domicílio pessoa natural
270,270,"Art. 70. O domicílio da pessoa natural é o lugar onde ela estabelece a sua
residência com ânimo definitivo.",CC,residência ânimo definitivo
271,271,"Art. 70. O domicílio da pessoa natural é o lugar onde ela estabelece a sua
residência com ânimo definitivo.",CC,local residência definitiva
272,272,"Art. 71. Se, porém, a pessoa natural tiver diversas residências, onde,
alternadamente, viva, considerar-se-á domicílio seu qualquer delas.",CC,domicílio
273,273,"Art. 71. Se, porém, a pessoa natural tiver diversas residências, onde,
alternadamente, viva, considerar-se-á domicílio seu qualquer delas.",CC,residência
274,274,"Art. 71. Se, porém, a pessoa natural tiver diversas residências, onde,
alternadamente, viva, considerar-se-á domicílio seu qualquer delas.",CC,múltiplos domicílios
